0, 7, 99999999999998, 0, 0
1, 3, 99999999999998, 0, 0
2, 7, 99999999999998, 0, 0
3, 6, 99999999999998, 0, 0
4, 6, 99999999999998, 0, 0
5, 1, 99999999999998, 0, 0
6, 8, 99999999999998, 0, 0
7, 12, 99999999999998, 0, 0
8, 13, 99999999999998, 0, 0
9, 5, 99999999999998, 0, 0
10, 1, 99999999999998, 0, 0
11, 14, 99999999999998, 0, 0
12, 0, 99999999999998, 0, 0
13, 8, 99999999999998, 0, 0
14, 3, 99999999999998, 0, 0
15, 2, 99999999999998, 0, 0
0, 4, -1, 1, 0
0, 1, 15, 0, 0
0, 14, 14, 0, 1
1, 2, 2, 0, 1
0, 1, 14, 0, 0
1, 14, 99999999999998, 0, 0
2, 13, 4, 0, 0
3, 2, 99999999999998, 0, 0
4, 14, 99999999999998, 0, 0
5, 4, 2, 0, 0
0, 8, 6, 0, 0
1, 9, 99999999999998, 0, 0
2, 7, 3, 0, 0
3, 3, 8, 0, 0
4, 9, 3, 0, 0
5, 11, 14, 0, 0
6, 3, 15, 0, 0
7, 8, 9, 0, 0
0, 4, 0, 0, 0
1, 5, 10, 0, 0
2, 0, 6, 0, 0
3, 5, 14, 0, 0
4, 0, 5, 0, 0
5, 15, 14, 0, 0
6, 6, 2, 0, 0
7, 3, 3, 0, 1
8, 13, 0, 0, 0
9, 7, 6, 0, 0
10, 5, 14, 0, 0
11, 7, 15, 0, 0
12, 1, 7, 0, 0
13, 7, 99999999999998, 0, 0
14, 8, 10, 0, 0
15, 12, 7, 0, 0
16, 8, 11, 0, 0
0, 9, 99999999999998, 0, 0
1, 0, 8, 0, 0
2, 2, 6, 0, 0
3, 3, 14, 0, 0
4, 3, 99999999999998, 0, 0
5, 14, 14, 0, 1
6, 7, 11, 0, 0
7, 0, 0, 0, 1
8, 7, 11, 0, 0
9, 15, 7, 0, 0
10, 1, 1, 0, 1
11, 12, 4, 0, 0
12, 9, 5, 0, 0
0, 2, 99999999999998, 0, 0
1, 2, 99999999999998, 0, 0
2, 1, 3, 0, 0
3, 1, 99999999999998, 0, 0
4, 1, 99999999999998, 0, 0
5, 3, 99999999999998, 0, 0
6, 2, 2, 0, 1
7, 1, 99999999999998, 0, 0
8, 0, 0, 0, 1
9, 1, 1, 0, 1
10, 0, 99999999999998, 0, 0
11, 1, 99999999999998, 0, 0
12, 3, 99999999999998, 0, 0
13, 0, 99999999999998, 0, 0
14, 2, 99999999999998, 0, 0
15, 1, 3, 0, 0
16, 3, 99999999999998, 0, 0
17, 3, 99999999999998, 0, 0
0, 2, 99999999999998, 0, 0
1, 1, 99999999999998, 0, 0
2, 2, 99999999999998, 0, 0
3, 0, 99999999999998, 0, 0
4, 1, 99999999999998, 0, 0
5, 2, 99999999999998, 0, 0
6, 2, 0, 0, 0
7, 1, 99999999999998, 0, 0
8, 0, 3, 0, 0
9, 2, 99999999999998, 0, 0
10, 2, 99999999999998, 0, 0
11, 0, 0, 0, 1
12, 1, 99999999999998, 0, 0
13, 3, 99999999999998, 0, 0
14, 2, 99999999999998, 0, 0
15, 3, 99999999999998, 0, 0
16, 3, 99999999999998, 0, 0
17, 0, 99999999999998, 0, 0
18, 2, 99999999999998, 0, 0
19, 3, 99999999999998, 0, 0
20, 1, 99999999999998, 0, 0
0, 2, 99999999999998, 0, 0
1, 2, 99999999999998, 0, 0
2, 0, 99999999999998, 0, 0
3, 0, 99999999999998, 0, 0
4, 1, 99999999999998, 0, 0
5, 0, 99999999999998, 0, 0
0, 0, -1, 1, 0
