2, 265.0, -369.0
3, 240.5, -361.5
4, 267.5, -359.5
5, 251.0, -347.0
6, 262.5, -361.5
7, 244.0, -366.0
8, 258.0, -362.0
9, 256.0, -350.0
10, 261.5, -358.5
11, 256.5, -353.5
12, 249.5, -357.5
13, 255.5, -352.5
14, 257.5, -362.5
15, 259.0, -349.0
16, 272.5, -347.5
17, 253.5, -349.5
18, 263.0, -367.0
19, 254.0, -362.0
20, 270.0, -362.0
21, 251.0, -357.0
22, 247.5, -374.5
23, 236.0, -367.0
24, 262.0, -355.0
25, 247.5, -359.5
26, 264.0, -360.0
27, 254.5, -362.5
28, 263.5, -364.5
29, 263.5, -342.5
30, 262.0, -354.0
31, 242.5, -360.5
32, 258.5, -363.5
33, 254.5, -367.5
34, 257.5, -361.5
35, 251.5, -357.5
36, 258.0, -371.0
37, 261.5, -352.5
38, 256.0, -358.0
39, 256.5, -356.5
40, 262.5, -368.5
41, 243.0, -361.0
42, 266.5, -356.5
43, 251.0, -358.0
44, 259.0, -357.0
45, 259.5, -347.5
46, 254.5, -364.5
47, 258.5, -362.5
48, 258.5, -365.5
49, 259.0, -350.0
50, 266.0, -356.0
51, 255.0, -361.0
52, 261.0, -362.0
53, 252.5, -350.5
54, 256.5, -360.5
55, 256.5, -350.5
56, 256.0, -362.0
57, 253.0, -359.0
58, 258.0, -359.0
59, 254.0, -362.0
60, 274.0, -348.0
61, 239.5, -368.5
62, 266.0, -350.0
63, 254.5, -354.5
64, 265.0, -363.0
65, 248.5, -355.5
66, 262.5, -358.5
67, 257.0, -353.0
68, 262.5, -360.5
69, 239.0, -369.0
70, 268.0, -358.0
71, 257.0, -349.0
72, 248.0, -362.0
73, 247.0, -356.0
74, 263.5, -366.5
75, 257.0, -355.0
76, 251.5, -362.5
77, 252.5, -357.5
78, 279.0, -371.0
79, 243.0, -370.0
80, 266.0, -360.0
81, 256.5, -353.5
82, 263.5, -359.5
83, 242.0, -368.0
84, 259.0, -352.0
85, 267.5, -351.5
86, 258.5, -370.5
87, 257.5, -360.5
88, 258.5, -356.5
89, 260.5, -354.5
90, 255.5, -362.5
91, 248.0, -372.0
92, 253.5, -362.5
93, 252.5, -361.5
94, 254.0, -361.0
95, 259.5, -337.5
96, 258.0, -369.0
97, 249.5, -355.5
98, 252.5, -357.5
99, 251.5, -352.5
100, 267.0, -354.0
101, 244.0, -361.0
102, 268.0, -353.0
103, 240.5, -370.5
104, 262.0, -363.0
105, 256.0, -354.0
106, 270.0, -363.0
107, 257.5, -358.5
108, 261.0, -363.0
109, 242.0, -361.0
110, 263.0, -364.0
111, 263.5, -349.5
112, 268.5, -355.5
113, 269.5, -353.5
114, 268.0, -366.0
115, 260.0, -354.0
116, 252.0, -360.0
117, 246.5, -361.5
118, 268.0, -364.0
119, 247.0, -362.0
120, 252.0, -358.0
121, 255.5, -349.5
122, 262.5, -366.5
123, 254.5, -353.5
124, 261.0, -361.0
125, 256.0, -362.0
126, 261.0, -359.0
127, 247.0, -360.0
128, 268.5, -363.5
129, 250.5, -363.5
130, 259.5, -361.5
131, 257.5, -341.5
132, 267.0, -371.0
133, 247.0, -352.0
134, 260.0, -358.0
135, 252.0, -353.0
136, 252.0, -354.0
137, 247.0, -366.0
138, 257.5, -366.5
139, 256.5, -350.5
140, 261.5, -367.5
141, 262.0, -345.0
142, 261.5, -366.5
143, 246.5, -368.5
144, 265.5, -356.5
145, 257.5, -352.5
146, 252.5, -367.5
147, 255.0, -362.0
148, 263.0, -361.0
